Date,High,Low,Open,Close,Volume,Adj Close,Return,Change,Volatility,MA7,MA21,Momentum,MACD,Signal,Upper_band,Lower_band
2016-11-30,1147.375,1121.1500244140623,1132.5,1138.0250244140625,3445832.0,1033.4403076171877,0.005,8.0999755859375,39.24895090340862,1114.1893136160713,1109.4166782924108,1147.175048828125,-7.48863296578088,-16.831284639342513,1191.7555539926757,1027.0778025921459
2016-12-01,1145.0,1127.0250244140625,1138.5,1131.7249755859375,1123052.0,1027.7193603515623,-0.006,-6.300048828125,38.332362178610396,1123.3643101283483,1107.3559628441221,1138.300048828125,-5.459547738083302,-14.556937259090672,1184.8230691390115,1029.8888565492327
2016-12-02,1135.4000244140625,1102.5999755859377,1129.0,1110.925048828125,1998032.0,1008.830810546875,-0.016,-20.7999267578125,36.95058723065905,1128.0428815569196,1105.3988211495537,1126.925048828125,-5.466844947911341,-12.738918796854806,1180.1554096563543,1030.642232642753
2016-12-05,1118.925048828125,1085.0,1114.5,1093.0,2249526.0,992.5529174804688,-0.019,-17.925048828125,35.891984410128096,1127.867885044643,1102.2214413597471,1135.0250244140625,-6.840180332807677,-11.559171104045381,1172.8374830882753,1031.605399631219
2016-12-06,1101.9749755859377,1084.949951171875,1095.0,1091.175048828125,1593444.0,990.8956298828124,-0.003,-1.824951171875,34.92436644758111,1119.4393136160713,1098.69287109375,1128.7249755859375,-7.98378472690365,-10.844093828617037,1163.2187236312218,1034.1670185562782
2016-12-07,1092.2249755859377,1072.824951171875,1091.0999755859377,1077.2750244140623,2065706.0,978.2732543945312,-0.013,-13.900024414062727,34.56846440314638,1110.2928815569196,1095.7762044270833,1107.925048828125,-9.897621630215554,-10.654799388936741,1158.2444461397586,1033.307962714408
2016-12-08,1099.5,1080.0,1080.25,1097.875,3239546.0,996.9801025390624,0.016,20.599975585937727,33.47805569465784,1105.7143031529017,1093.6940627325148,1090.0,-9.640970192847362,-10.452033549718866,1152.5582308796015,1034.829894585428
2016-12-09,1109.949951171875,1086.6500244140623,1102.5,1097.625,1588718.0,996.753173828125,-0.004,-0.25,32.442698350315794,1099.94287109375,1094.2988223121279,1088.175048828125,-9.349964420631977,-10.231619723901488,1153.0454438389122,1035.5522007853435
2016-12-12,1108.800048828125,1081.5,1097.4000244140623,1104.0999755859377,1311758.0,1002.6328735351562,0.006,6.474975585937727,31.41379622286898,1095.9964425223213,1095.5547746930804,1074.2750244140623,-8.49889387519579,-9.885074554160349,1153.9398278663064,1037.1697215198544
2016-12-13,1109.0,1091.5,1109.0,1100.1500244140623,2147534.0,999.0458374023438,-0.008,-3.9499511718754547,30.450088425462035,1094.4571533203125,1097.915492466518,1094.875,-8.050343041340739,-9.518128251596426,1152.5505932894855,1043.2803916435503
